Company,Address,Mailing City,State,Zip Code,Last Name,First Name,Phone Number Combined,Primary SIC Code Description,Location Sales Volume Range,SIC Code 1 ,SIC Code Description 1,Lead Status
Seabury & Smith Inc,9830 Colonnade Blvd # 400,San Antonio,TX,78230,Drzymala,Bonnie,(210) 691-4209,Insurance,"Less Than $500,000",6411-12,Insurance,
Seabury & Smith Inc,9830 Colonnade Blvd # 400,San Antonio,TX,78230,Kroll,Debbie,(210) 691-4101,Insurance,"Less Than $500,000",6411-12,Insurance,
Seabury & Smith Inc,9830 Colonnade Blvd # 400,San Antonio,TX,78230,Small,Kristi,(210) 735-2048,Insurance,"Less Than $500,000",6411-12,Insurance,
Seabury & Smith Inc,9830 Colonnade Blvd # 400,San Antonio,TX,78230,Bergfeld,Ann,(210) 735-2048,Insurance,"Less Than $500,000",6411-12,Insurance,
Seabury & Smith Inc,9830 Colonnade Blvd # 400,San Antonio,TX,78230,Patino,Lynn,(210) 691-4210,Insurance,"Less Than $500,000",6411-12,Insurance,
Secure Coverage Insurance,12524 Canyon Glen Dr,Austin,TX,78732,Gotcher,Chris,(512) 630-5569,Insurance,"Less Than $500,000",6411-12,Insurance,
Security Plan Insurance,400 E Anderson Ln,Austin,TX,78752,,,(512) 837-7100,Insurance,$2.5-5 Million,6411-12,Insurance,
Secutor Insurance LLC,13785 N Highway 183,Austin,TX,78750,,,(512) 782-4744,Insurance,"Less Than $500,000",6411-12,Insurance,
"Seda, Dulce Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Seda,Dulce,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
"Seideman, Allison Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Seideman,Allison,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
"Seiders, Maris Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Seiders,Maris,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
"Seipp, Allyson Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Seipp,Allyson,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
Selected Benefits Inc,,Austin,TX,78759,Frey,Cameron,(512) 372-4285,Insurance,"$500,000-1 Million",6411-12,Insurance,
Selected Benefits Inc,,San Antonio,TX,78216,,,(210) 366-9011,Insurance,"$500,000-1 Million",6411-12,Insurance,
"Selk, Monica Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Selk,Monica,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
Senior Resource Ctr,4408 Spicewood Springs Rd,Austin,TX,78759,Witt,William,(512) 835-0963,Insurance,"Less Than $500,000",6411-12,Insurance,
Sentry Insurance Co,4425 S MO Pac Expy # 208,Austin,TX,78735,Strickland,Steve,(512) 452-2911,Insurance,"$500,000-1 Million",6411-12,Insurance,
Sequoia Reserves,1250 NE Loop 410,San Antonio,TX,78209,Voorhees,Charles,(210) 233-8012,Insurance,$1-2.5 Million,6411-12,Insurance,
"Serchay, Alexys Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Serchay,Alexys,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
"Serebrenik, George Agt",3301 Bridle Path,Austin,TX,78703,Serebrenik,George,(512) 542-9760,Insurance,"Less Than $500,000",6411-12,Insurance,
Serna Insurance,,San Antonio,TX,78232,,,(210) 764-1005,Insurance,"$500,000-1 Million",6411-12,Insurance,
Serna Insurance Agency,740 Barchester Dr,San Antonio,TX,78216,,,(210) 340-7700,Insurance,"$500,000-1 Million",6411-12,Insurance,
"Serna, Paul Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Serna,Paul,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
Seros Mike Insurance,21708 Hardy Oak Blvd # 109,San Antonio,TX,78258,Seros,Mike,(210) 497-3333,Insurance,"$500,000-1 Million",6411-12,Insurance,
"Serrano, Marvin Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Serrano,Marvin,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
"Serrata, Yvonne Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Serrata,Yvonne,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
Service Group,6907 N Capital Of Texas Hwy,Austin,TX,78731,Gray,Kelly,(512) 637-3100,Services NEC,$50-100 Million,6411-12,Insurance,
Services King Insurance,,Austin,TX,78752,,,(512) 323-5836,Insurance,"$500,000-1 Million",6411-12,Insurance,
Servicos Especiales Prof USA,6423 Blanco Rd,San Antonio,TX,78216,Arcinieda,Ricardo,(210) 541-6951,Insurance,"Less Than $500,000",6411-12,Insurance,
"Seuthe, Thomas Agt",3301 Northland Dr # 500,Austin,TX,78731,Seuthe,Thomas,(512) 426-7543,Insurance,"Less Than $500,000",6411-12,Insurance,
SGP Insurance,1002 Crystal Spg,San Antonio,TX,78258,Peter,Sandra,(210) 497-1600,Insurance,"$500,000-1 Million",6411-12,Insurance,
Shacklett Insurance Team,10003 NW Military Hwy # 3211,San Antonio,TX,78231,Russell,Steve,(210) 775-5379,Insurance,"$500,000-1 Million",6411-12,Insurance,
"Shadrock, Melissa Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Shadrock,Melissa,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
Shannon Gonzales Insurance Svc,8930 Wurzbach Rd,San Antonio,TX,78240,Gonzales,Shannon,(210) 509-7111,Insurance,"Less Than $500,000",6411-12,Insurance,
"Shannon, Elena Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Shannon,Elena,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
"Shannon, William R Agt",3505 Wurzbach Rd,San Antonio,TX,78238,Shannon,William R,(210) 681-2321,Insurance,"Less Than $500,000",6411-12,Insurance,
"Sharifi, Andrea Agt",2015 S Interstate 35 # 100,Austin,TX,78741,Sharifi,Andrea,(512) 644-1390,Insurance,"Less Than $500,000",6411-12,Insurance,
Shaw Insurance Inc,19134 Stone Oak Pkwy,San Antonio,TX,78258,Shaw,Alex,(210) 497-4488,Insurance,"$500,000-1 Million",6411-12,Insurance,
Shawn Nunley Agency,12885 N Highway 183 # 110b,Austin,TX,78750,Nunley,Shawn,(512) 331-2800,Insurance,"$500,000-1 Million",6411-12,Insurance,
"Shedd, Robert Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Shedd,Robert,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
Shepard Walton & King Ins,3108 N Lamar Blvd # 105,Austin,TX,78705,,,(512) 371-0004,Insurance,"$500,000-1 Million",6411-12,Insurance,
"Shepard, Walton Agt",3701 N Lamar Blvd # 207,Austin,TX,78705,Shepard,Walton,(512) 371-0004,Insurance,"Less Than $500,000",6411-12,Insurance,
"Shepherd, Shelby Agt",2312 Western Trails Blvd # 1,Austin,TX,78745,Shepherd,Shelby,(512) 292-9049,Insurance,"Less Than $500,000",6411-12,Insurance,
Sherry Parks Ins-Fncl Svc Inc,6704 N New Braunfels Ave,San Antonio,TX,78209,Slaydon,Katie,(210) 390-0732,Insurance,"$500,000-1 Million",6411-12,Insurance,
Sheryl Myers Insurance,40 NE Loop 410 # 604,San Antonio,TX,78216,Myers,Sheryl,(210) 384-0104,Insurance,"$500,000-1 Million",6411-12,Insurance,
Shores Wealth Management,8133 Mesa Dr # 100,Austin,TX,78759,Shores,Minor,(512) 328-1098,Insurance,"Less Than $500,000",6411-12,Insurance,
"Short, Blair Agt",200 Concord Plaza Dr # 100,San Antonio,TX,78216,Short,Blair,(210) 828-7474,Insurance,"Less Than $500,000",6411-12,Insurance,
"Shuck, Beverly Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Shuck,Beverly,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
"Sierra, Jaime Agt",304 W 13th St,Austin,TX,78701,Sierra,Jaime,(512) 478-6631,Insurance,"Less Than $500,000",6411-12,Insurance,
"Sifuentes, Maria Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Sifuentes,Maria,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
Sill Insurance Svc Inc,10223 Mcallister Fwy,San Antonio,TX,78216,,,(210) 979-8181,Insurance,"$500,000-1 Million",6411-12,Insurance,
"Silva, Lorisa Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Silva,Lorisa,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
Simms Insurance Group,14205 N MO Pac Expy # 120,Austin,TX,78728,Simms,Shane,(512) 252-3499,Insurance,"Less Than $500,000",6411-12,Insurance,
"Sinn, Andrew Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Sinn,Andrew,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
Skilled Healthcare,19365 Fm 2252 # 5,San Antonio,TX,78266,Delk,Kelly,(210) 493-3165,Insurance,"$500,000-1 Million",6411-12,Insurance,
"Skinner, Jillian Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Skinner,Jillian,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
Skipworth Insurance,4411 Walzem Rd # 207,San Antonio,TX,78218,Skipworth,John,(210) 657-3000,Insurance,"$500,000-1 Million",6411-12,Insurance,
"Skipworth, John Agt",4411 Walzem Rd # 207,San Antonio,TX,78218,Skipworth,John,(210) 657-3000,Insurance,"Less Than $500,000",6411-12,Insurance,
Sky Realty Inc,4501 Spicewood Springs # 1029,Austin,TX,78759,Jones,Malita,(512) 342-8744,Insurance,"Less Than $500,000",6411-12,Insurance,
Skyline Insurance,5152 Fredericksburg Rd # 220,San Antonio,TX,78229,,,(210) 340-0656,Insurance,"$500,000-1 Million",6411-07,Insurance-Homeowners,
Slater Pugh LLP,8400 N Mopac Expy # 100,Austin,TX,78759,Slater,David,(512) 472-2431,Attorneys,$1-2.5 Million,6331-01,Insurance-Property & Casualty,
Smart Start,2525 Boardwalk St,San Antonio,TX,78217,Mazan,Mark,(210) 824-4100,Insurance,"Less Than $500,000",6411-12,Insurance,
"Smith, Gregory Agt",1615 Guadalupe St,Austin,TX,78701,Smith,Gregory,(512) 583-1544,Insurance,"Less Than $500,000",6411-12,Insurance,
"Smith, Karen Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Smith,Karen,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
"Smith, Keasia Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Smith,Keasia,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
"Smith, Kevin Agt",2800 S Interstate 35 # 100,Austin,TX,78704,Smith,Kevin,(512) 339-2929,Insurance,"Less Than $500,000",6411-12,Insurance,
"Smith, Micah Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Smith,Micah,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
"Smith, Natalie Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Smith,Natalie,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
"Smith, Rachel Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Smith,Rachel,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
"Smith, Renee Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Smith,Renee,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
"Smith, Sarene Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Smith,Sarene,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
"Smith, Scott Agt",301 Congress Ave # 100,Austin,TX,78701,Smith,Scott,(512) 472-6852,Insurance,"Less Than $500,000",6411-12,Insurance,
Smolleck Insurance,2815 N Loop 1604 E # 109,San Antonio,TX,78232,Smolleck,Don,(210) 656-1450,Insurance,"$500,000-1 Million",6411-12,Insurance,
Smolleck Insurance Agency,2815 N Loop 1604 E # 109,San Antonio,TX,78232,Smolleck,Don,(210) 656-1450,Insurance,"Less Than $500,000",6411-12,Insurance,
Sndy Garza & Assoc Inc-Nati,16111 San Pedro Ave # 101,San Antonio,TX,78232,Garza,Sandy,(210) 541-9442,Insurance,"Less Than $500,000",6411-12,Insurance,
"Snedeker, Dora Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Snedeker,Dora,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
Snford Lee Scott Agcy-Nation,8131 W Hausman Rd # 103,San Antonio,TX,78249,Scott,Sanford,(210) 558-0550,Insurance,"$500,000-1 Million",6411-12,Insurance,
"Snook, Felicia Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Snook,Felicia,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
Snow Law Firm,310 W Sunset Rd,San Antonio,TX,78209,Snow,Corbin,(210) 820-0020,Insurance-Property & Casualty,$2.5-5 Million,6331-01,Insurance-Property & Casualty,
"Snowden, Charles Agt",10101 Reunion Pl # 300,San Antonio,TX,78216,Snowden,Charles,(210) 384-5350,Insurance,"Less Than $500,000",6411-12,Insurance,
"Snyder, Wynona Agt",9385 Miller Ln,San Antonio,TX,78266,Snyder,Wynona,(210) 892-0836,Insurance,"Less Than $500,000",6411-12,Insurance,
"Soberg, Marisa Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Soberg,Marisa,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
Sogo Wealth & Risk Management,85 NE Loop 410 # 418,San Antonio,TX,78216,Hernandez,Joshua,(210) 499-5050,Insurance,$1-2.5 Million,6411-12,Insurance,
Solis Insurance,11023 Wetmore Rd,San Antonio,TX,78216,Solis,Jerry,(210) 590-7600,Insurance,"$500,000-1 Million",6411-12,Insurance,
"Solis, Alice Agt",7550 W Interstate 10,San Antonio,TX,78229,Solis,Alice,(210) 524-2074,Insurance,"Less Than $500,000",6411-12,Insurance,
"Solis, Victor Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Solis,Victor,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
"Soliz Jr, Ruben Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Soliz Jr,Ruben,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
"Soliz, Juanita Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Soliz,Juanita,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
Solomon Group,4801 Southwest Pkwy,Austin,TX,78735,Matthews,Cash,(512) 458-2274,Insurance,$1-2.5 Million,6411-12,Insurance,
Solutions Group,2211 NW Military Hwy # 211,San Antonio,TX,78213,Colunga,Erica,(210) 490-7200,Insurance,"Less Than $500,000",6411-12,Insurance,
"Sonnenberg, David Agt",11467 Huebner Rd # 251,San Antonio,TX,78230,Sonnenberg,David,(210) 479-7005,Insurance,"Less Than $500,000",6411-12,Insurance,
"Sookram, Jhennifer Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Sookram,Jhennifer,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
Sophie Couderc Financial Svc,,Austin,TX,78759,Couderc,Sophie,(512) 346-5369,Insurance,"Less Than $500,000",6411-12,Insurance,
"Soslau, Judy Agt",3508 Far West Blvd # 250,Austin,TX,78731,Soslau,Judy,(512) 476-6392,Insurance,"Less Than $500,000",6411-12,Insurance,
South Texas Insurance,3307 S Zarzamora St,San Antonio,TX,78225,,,(210) 928-9288,Insurance,"Less Than $500,000",6411-12,Insurance,
Southern Cross Underwriters,12667 Silicon Dr,San Antonio,TX,78249,Love,David,(210) 561-3000,Insurance,$2.5-5 Million,6411-12,Insurance,
Southwest Acceptance Corp,9110 E Valley View Ln,San Antonio,TX,78217,Burch,Jim,(210) 829-7708,Insurance,"Less Than $500,000",6411-12,Insurance,
Southwest Agency,4100 E Piedras Dr # 204,San Antonio,TX,78228,Chall,George,(210) 736-1000,Insurance,"$500,000-1 Million",6411-12,Insurance,
Southwest Benefit Systems,9065 Jollyville Rd # 103,Austin,TX,78759,Ogilvie,Bob,(512) 458-4191,Insurance,"Less Than $500,000",6411-12,Insurance,
Southwest Business Corp,10415 Morado Cir # 100,Austin,TX,78759,Komm,Linda,(512) 531-1800,Insurance,$2.5-5 Million,6411-12,Insurance,
Southwest Business Corp,319 Burr Rd,San Antonio,TX,78209,Colvard,Patty,(210) 829-1649,Insurance,"Less Than $500,000",6411-12,Insurance,
Southwest Business Corp,9311 San Pedro Ave # 550,San Antonio,TX,78216,Leonard,Tana,(210) 525-1242,Insurance,"Less Than $500,000",6411-12,Insurance,
Southwest Business Corp,9311 San Pedro Ave # 600,San Antonio,TX,78216,Lowder,Kellie,(210) 635-1273,Insurance,"Less Than $500,000",6411-12,Insurance,
Southwest Business Corp,9311 San Pedro Ave # 600,San Antonio,TX,78216,Nino,Adrian,(210) 635-1231,Insurance,"Less Than $500,000",6411-12,Insurance,
Southwest Business Corp,9311 San Pedro Ave # 600,San Antonio,TX,78216,Young,Bradley,(210) 525-1241,Insurance,"Less Than $500,000",6411-12,Insurance,
Southwest Business Corp,9311 San Pedro Ave # 600,San Antonio,TX,78216,Henton,Ellis,(210) 525-1241,Insurance,"Less Than $500,000",6411-12,Insurance,
Southwest Research Institute,6220 Culebra Rd # 151,San Antonio,TX,78238,Stewart,Daniel,(210) 522-3657,Insurance,"Less Than $500,000",6411-12,Insurance,
Southwestern Insurance Info,4048 Canyon Glen Cir,Austin,TX,78732,Johns,Jerry,(512) 795-8214,Insurance,"Less Than $500,000",6411-12,Insurance,
Sowards Insurance Group,9707 Anderson Mill Rd # 210,Austin,TX,78750,Sowards,Justin,(512) 280-3500,Insurance,"Less Than $500,000",6411-12,Insurance,
"Spadoni, Lee Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Spadoni,Lee,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
Spartan Insurance,7105 Blanco Rd,San Antonio,TX,78216,,,(210) 340-1225,Insurance,"$500,000-1 Million",6411-12,Insurance,
Specia Insurance,5917 San Pedro Ave # 2,San Antonio,TX,78212,,,(210) 341-6136,Insurance,"Less Than $500,000",6411-12,Insurance,
Specia Properties,5917 San Pedro Ave # 2,San Antonio,TX,78212,Specia,Tony,(210) 341-6136,Insurance,"Less Than $500,000",6411-12,Insurance,
Specialty Insurance Managers,8601 Ranch Road 2222 # 3-100,Austin,TX,78730,Berry,Mike,(512) 263-8999,Insurance,$5-10 Million,6411-12,Insurance,
Speedy Sr-22,2301 W Parmer Ln,Austin,TX,78727,Silva,Daniel,(512) 491-7075,Insurance,"Less Than $500,000",6411-12,Insurance,
Spellings & Humphries LLP,5501 Spicewood Springs Rd,Austin,TX,78759,Spellings,Debra,(512) 502-0980,Insurance,"$500,000-1 Million",6411-12,Insurance,
"Spencer, Allen Agt",4400 S Piedras Dr # 261,San Antonio,TX,78228,Spencer,Allen,(830) 401-7456,Insurance,"Less Than $500,000",6411-12,Insurance,
"Spencer, Gary Agt",9830 Colonnade Blvd # 400,San Antonio,TX,78230,Spencer,Gary,(210) 691-4180,Insurance,"Less Than $500,000",6411-12,Insurance,
Spivey Insurance Agency Inc,606 Kenniston Dr,Austin,TX,78752,,,(512) 707-9115,Insurance,"$500,000-1 Million",6411-12,Insurance,
Sport Clips,119 SW Loop 410 # 130,San Antonio,TX,78245,Uresti,Carol,(210) 509-3000,Beauty Salons,"Less Than $500,000",6411-12,Insurance,
"Sprotbery, Kevin Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Sprotbery,Kevin,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
"Stacey, Sharon Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Stacey,Sharon,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
"Stallworth, J P Agt",4304 Deepwoods Dr,Austin,TX,78731,Stallworth,J P,(512) 345-9110,Insurance,"Less Than $500,000",6411-12,Insurance,
Standard Insurance,,Austin,TX,78733,,,(512) 263-1414,Insurance,"Less Than $500,000",6411-12,Insurance,
Standard Insurance Co,,Austin,TX,78738,,,(512) 263-4003,Insurance,$1-2.5 Million,6411-12,Insurance,
Stanley Insurance,512 W Stassney Ln # 113,Austin,TX,78745,Delapaz,John,(512) 445-5555,Insurance,"Less Than $500,000",6411-12,Insurance,
"Starks, Andre Agt",9800 Fredericksburg Rd,San Antonio,TX,78288,Starks,Andre,(210) 282-1888,Insurance,"Less Than $500,000",6411-12,Insurance,
Starr Insurance,1725 E Riverside Dr # C,Austin,TX,78741,Monin,Mohamad,(512) 444-1245,Insurance,"Less Than $500,000",6411-12,Insurance,
"Starr, Charles L Agt",8000 Interstate 10,San Antonio,TX,78216,Starr,Charles L,(210) 366-1020,Insurance,"Less Than $500,000",6411-12,Insurance,
State Bar Of Texas Insurance,919 Congress Ave # 720,Austin,TX,78701,Davis,Brooks,(512) 479-0941,Insurance,$1-2.5 Million,6411-12,Insurance,
State Farm,1114 Lost Creek Blvd # G30,Austin,TX,78746,Demgen,Teri,(512) 327-4298,Insurance,"Less Than $500,000",6411-12,Insurance,
State Farm,13010 N Highway 183 # 218,Austin,TX,78750,Simpson,William,(512) 219-7411,Insurance,"Less Than $500,000",6411-12,Insurance,
State Farm,2006 W Parmer Ln # A,Austin,TX,78727,Maxwell,Corinne,(512) 835-7905,Insurance,"Less Than $500,000",6411-12,Insurance,
State Farm,3006 Bee Caves Rd # B170,Austin,TX,78746,Williams,Pamela,(512) 328-2340,Insurance,"Less Than $500,000",6411-12,Insurance,
State Farm,6340 W Highway 290 # 102,Austin,TX,78735,Etzler,Denny,(512) 892-6629,Insurance,"Less Than $500,000",6411-12,Insurance,
State Farm,7500 W Highway 71 # 102,Austin,TX,78735,Britain,Nancy,(512) 288-2491,Insurance,"Less Than $500,000",6411-12,Insurance,
State Farm,11757 Blanco Rd,San Antonio,TX,78216,Ramirez,Arlene,(210) 344-2753,Insurance,"Less Than $500,000",6411-12,Insurance,
State Farm,13216 Huebner Rd # 1,San Antonio,TX,78230,Whyle,Mary,(210) 493-3300,Insurance,"Less Than $500,000",6411-12,Insurance,
State Farm,420 Jackson Keller Rd,San Antonio,TX,78216,Kelly,Diana,(210) 366-0086,Insurance,"Less Than $500,000",6411-12,Insurance,
State Farm,5149 Wurzbach Rd,San Antonio,TX,78238,Shannon,William R,(210) 681-2790,Insurance,"Less Than $500,000",6411-12,Insurance,
State Farm,6502 Bandera Rd # 104,San Antonio,TX,78238,Morrow Jr,John A,(210) 681-1122,Insurance,"Less Than $500,000",6411-12,Insurance,
State Farm,6700 N New Braunfels Ave,San Antonio,TX,78209,Slaydon,Katie,(210) 828-3276,Insurance,"Less Than $500,000",6411-12,Insurance,
State Farm,7310 Blanco Rd # 108,San Antonio,TX,78216,Rodriguez,Jose,(210) 979-8484,Insurance,"Less Than $500,000",6411-12,Insurance,
State Farm,7863 Callaghan Rd # 105,San Antonio,TX,78229,Sanford,Sherry,(210) 616-0662,Insurance,"Less Than $500,000",6411-12,Insurance,
State Farm,8948 US Highway 87 E # 1,San Antonio,TX,78263,Chance,Shelly,(210) 333-7591,Insurance,"Less Than $500,000",6411-12,Insurance,
State Farm Insurance,,Austin,TX,78759,,,(512) 345-1700,Insurance,"$500,000-1 Million",6411-12,Insurance,
State Farm Insurance,10205 N Lamar Blvd,Austin,TX,78753,,,(512) 836-9793,Insurance,"$500,000-1 Million",6411-12,Insurance,
State Farm Insurance,10205 N Lamar Blvd,Austin,TX,78753,Featherstone,Darren,(512) 836-9793,Insurance,"Less Than $500,000",6411-12,Insurance,
State Farm Insurance,10931 Jollyville Rd # 101,Austin,TX,78759,Kirk,John,(512) 343-7758,Insurance,"Less Than $500,000",6411-12,Insurance,
State Farm Insurance,11005 Burnet Rd # 114,Austin,TX,78758,Cohalla,Dick,(512) 837-4210,Insurance,"Less Than $500,000",6411-12,Insurance,
State Farm Insurance,1114 Lost Creek Blvd # G30,Austin,TX,78746,Osler,M Lynn,(512) 327-4298,Insurance,"Less Than $500,000",6411-12,Insurance,
State Farm Insurance,1144 Airport Blvd # 230,Austin,TX,78702,Goosby,B J,(512) 928-8889,Insurance,"Less Than $500,000",6411-12,Insurance,
State Farm Insurance,127 E Riverside Dr,Austin,TX,78704,,,(512) 441-1082,Insurance,"$500,000-1 Million",6411-12,Insurance,
State Farm Insurance,127 E Riverside Dr # 109,Austin,TX,78704,Mcbride,Lorrie,(512) 441-1082,Insurance,"Less Than $500,000",6411-12,Insurance,
State Farm Insurance,13276 N Highway 183 # 202,Austin,TX,78750,Coker,James D,(512) 258-4193,Insurance,"Less Than $500,000",6411-12,Insurance,
State Farm Insurance,13441 Ranch Road 620 N # A,Austin,TX,78717,Perry,Lynn,(512) 258-5834,Insurance,$1-2.5 Million,6411-12,Insurance,
State Farm Insurance,13441 Ranch Road 620 N # A,Austin,TX,78717,Perry,Lynn,(512) 258-5834,Insurance,"Less Than $500,000",6411-12,Insurance,
State Farm Insurance,1408 W Koenig Ln # B,Austin,TX,78756,Ancira,Rebecca,(512) 458-2593,Insurance,"Less Than $500,000",6411-12,Insurance,
State Farm Insurance,1901 W William Cannon Dr # 131,Austin,TX,78745,Ruebsahm,J B,(512) 444-1845,Insurance,"Less Than $500,000",6411-12,Insurance,
State Farm Insurance,2013 Wells Branch Pkwy # 107,Austin,TX,78728,Cramer,Lee,(512) 251-3473,Insurance,"$500,000-1 Million",6411-12,Insurance,
State Farm Insurance,2028 E Ben White Blvd # 228,Austin,TX,78741,Crone,Ken,(512) 448-1766,Insurance,"Less Than $500,000",6411-12,Insurance,
State Farm Insurance,2028 E Ben White Blvd # 228,Austin,TX,78741,,,(512) 448-1766,Insurance,"$500,000-1 Million",6411-12,Insurance,
State Farm Insurance,2501 W William Cannon Dr # 201,Austin,TX,78745,Lewis,John,(512) 443-9600,Insurance,"$500,000-1 Million",6411-12,Insurance,
State Farm Insurance,2707 Walsh Tarlton Ln,Austin,TX,78746,Evins,Larry,(512) 327-0303,Insurance,"Less Than $500,000",6411-12,Insurance,
State Farm Insurance,2708 S Lamar Blvd # 200b,Austin,TX,78704,Watson,Rich,(512) 462-2579,Insurance,"$500,000-1 Million",6411-12,Insurance,
State Farm Insurance,4404 W William Cannon Dr # J,Austin,TX,78749,,,(512) 892-1200,Insurance,"$500,000-1 Million",6411-12,Insurance,
State Farm Insurance,4405 Pack Saddle Pass,Austin,TX,78745,Jennings,Bob,(512) 444-9671,Insurance,"$500,000-1 Million",6411-12,Insurance,
State Farm Insurance,4930 S Congress Ave # C302,Austin,TX,78745,Reyes,Tony,(512) 851-2539,Insurance,"Less Than $500,000",6411-12,Insurance,
State Farm Insurance,4930 S Congress Ave # C302,Austin,TX,78745,Reyes,Tony,(512) 851-2539,Insurance,"$500,000-1 Million",6411-12,Insurance,
State Farm Insurance,5145 Ranch Road 620 N # F1,Austin,TX,78732,,,(512) 266-2918,Insurance,"$500,000-1 Million",6411-12,Insurance,
State Farm Insurance,5800 W Slaughter Ln,Austin,TX,78749,,,(512) 501-2837,Insurance,"$500,000-1 Million",6411-12,Insurance,
State Farm Insurance,5800 W Slaughter Ln,Austin,TX,78749,Court,Patrick,(512) 501-2837,Insurance,"Less Than $500,000",6411-12,Insurance,
State Farm Insurance,6118a W Highway 290,Austin,TX,78735,Etzler,Denny,(512) 892-6629,Insurance,"$500,000-1 Million",6411-12,Insurance,
State Farm Insurance,7004 Bee Cave Rd # 3-222,Austin,TX,78746,Hall,Karen A,(512) 327-6200,Insurance,"$500,000-1 Million",6411-12,Insurance,
State Farm Insurance,7301 N Fm 620 # 135,Austin,TX,78726,Johnson Jones,Karen,(512) 335-0051,Insurance,"$500,000-1 Million",6411-12,Insurance,
